source,chunk
rc-website-fork/content/post/2024-oct-maintenance.md,"understand that these changes may cause inconvenience, but these changes are mandated by the Anaconda licensing condition which we cannot control. If you have any questions or concerns, please feel free to reach out. Modules The following modules will be removed during the maintenance period. {{< table title=""replacement"" class=""table tablestriped"" }} | Module | Removed version | Replacement | |||| |anaconda | 2023.07py3.11 | miniforge/24.3.0py3.11 | |anvio | 6.2 | 8 | |codeserver| 4.16.1 | 4.92.2 | |deeplabcut | 2.2.1.1anipose| 3.0.0rc4 | |deeptools | 3.5.1 | 3.5.5 | |maestro | 1.3.0 | 1.5.1 | |mamba | 22.11.14 | miniforge/24.3.0py3.11 | |matlab | R2020a | R2024a | |matlab | R2020b | R2024a | |matlab | R2021a | R2024a | |matlab | R2021b | R2024a | |matlab | R2022a | R2024a | |matlab | R2022b | R2024a | {{< /table }}"
rc-website-fork/content/post/2024-july-afton-release.md,"Our new supercomputer, “Afton,” is now available for general use. This represents the first major expansion of RC’s computing resources since Rivanna's last hardware refresh in 2019. Afton represents a substantial increase in the HighPerformance Computing (HPC) capabilities available at UVA, more than doubling the available compute capacity. Each of the 300 compute nodes in the new system has 96 compute cores, an increase from a maximum of 48 cores per node in Rivanna. The increase in core count is augmented by a significant increase in memory per node. Each Afton node boasts a minimum of 750GB of memory, with some supporting up to 1.5TB. The large amount of memory per node allows researchers to efficiently work with the everexpanding datasets we are seeing across diverse research disciplines. Maintenance: July 2, 2024 {{< alertgreen }}The HPC system in the standard security zone, including Rivanna, will be down on Tuesday, July 2, 2024 beginning at 6 a.m. During the downtime RC engineers will implement final configuration changes in preparation of the full production release of the new Afton HPC system.{{< /alertgreen }} You may continue to submit jobs until the maintenance period begins, but if the system determines your job will not have time to finish, it will not start until the HPC systems are returned to service. The Rivanna and Afton production systems are expected to return to service by Wednesday, July 3 at 6 a.m. Questions: Please contact our user services team, or join us for our virtual office hours every Tuesday, 35 p.m. and Thursday, 1012 p.m.. {{% callout %}} What to expect after the maintenance? New hardware: On May 28, a total of 300 compute nodes, 96 cores each, based on the AMD EPYC 9454 architecture have been added to UVA's HPC environment as the new Afton"
rc-website-fork/content/post/2024-july-afton-release.md,"system. The new Afton hardware provides additional capacity for serial, parallel and GPU computing sidebyside with the existing Rivanna system. Configuration: The hardware partition definitions will be reconfigured to optimize effective use of the new Afton and existing Rivanna systems. (The Weka scratch filesystem will be mounted in nondedicated mode, which means all cores will be available. Previously 3 cores per node were dedicated to Weka.) Access: The Rivanna and Afton systems are accessible via the existing and shared Open OnDemand, FastX and ssh access points. Software, Code, and Job Submissions: The shared software stack and modules have been tested during the prerelease phase. In most cases users can utilize the system without any changes to their job submission scripts. In some instances users may need to update their Slurm job scripts or recompile their own code. The RC team is available to help with the transition. Policy: A new charge rate policy will be implemented during Fall 2024 (tentative) to reflect more closely the actual hardware cost. {{% /callout %}} FAQ {{% accordiongroup title=""Group"" id=""faqgroup""%}} {{% accordionitem title=""1. Is Afton replacing the older Rivanna system?"" id=""faq1"" %}} No, the new Afton system exists sidebyside with the existing Rivanna system. Both systems are accessible through shared login nodes, see ""How do I log in to the Afton system?"". {{% /accordionitem %}} {{% accordionitem title=""2. What compute capabilities does the new Afton hardware offer?"" id=""faq2"" %}} On May 28, a total of 300 compute nodes with 96 cores each, based on the AMD EPYC 9454 architecture, have been added to UVA’s HPC environment. The added nodes expand UVA's HPC capabilities in the following areas: A complete hardware refresh of the parallel partition with 96core nodes that roughly doubles its capacity (based on aggregated cpu core count). Expanded capacity of the standard"
rc-website-fork/content/post/2024-july-afton-release.md,"partition for single node jobs and highthroughput computing with up to 96 cores and 1.5TB of memory per node. Addition of new nodes with NVIDIA A40 general purpose graphics processing units (GPUs) to accommodate more ML/DL computing in the gpu partition. {{% /accordionitem %}} {{% accordionitem title=""3. How can I get an account to access the Afton system? Can I use my Rivanna allocation?"" id=""faq3"" %}} The service unit allocations are shared for Rivanna and Afton. If you already have an active Rivanna allocation, no action is required. If you'd like to start using Afton or Rivanna, please follow the instructions here. {{% callout %}} Please note: {{% pieligibility %}} {{% /callout %}} {{% /accordionitem %}} {{% accordionitem title=""4. How do I log in to the Afton system?"" id=""faq4"" %}} The login access points are shared for the Afton and Rivanna systems. Option 1: Web access via Open OnDemand: https://ood.hpc.virginia.edu Option 2: Remote Desktop via FastX: https://fastx.hpc.virginia.edu Option 3: Secure Shell (ssh) session: @login.hpc.virginia.edu See here for details. You must be a member of an active HPC allocation before you can log in. {{% /accordionitem %}} {{% accordionitem title=""5. Can I still use Rivanna?"" id=""faq5"" %}} Yes, login access points are shared for the Rivanna and Afton systems. We added new hardware feature tags that allow you to specifically request Rivanna resources for your compute jobs once logged in. See ""What are the changes to the hardware partitions?"" and ""What are hardware features? What are the hardware feature defaults for each partition?"". {{% /accordionitem %}} {{% accordionitem title=""6. What are the changes to the hardware partitions?"" id=""faq6"" %}} The following partition changes are taking place on July 2: The prerelease afton partition will be removed. The nodes will be placed in other partitions. The nodes making up the parallel partition"
rc-website-fork/content/post/2024-july-afton-release.md,"will be completely replaced with 200 Afton nodes. The original nodes will be placed into standard. The largemem partition will be removed. All 750GB nodes will be placed in the standard partition. All RTX3090 nodes from the gpu partition will be placed in the interactive partition. New partition configuration: {{< table title=""partitionconfig"" class=""table tablestriped"" }} | Partition | Rivanna Nodes | Afton Nodes | Use Cases | | | | | | | standard | yes | yes | For jobs on a single compute node, including those with large memory requirements. | | parallel | no| yes | For large parallel multinode jobs. | | gpu | yes | yes | For jobs using general purpose graphical processing units, e.g. for machine learning/deep learning. | | interactive | yes | yes | For quick interactive sessions, code development, and instructional use. It includes a small number of lowerend GPU nodes. | {{< /table }} {{% /accordionitem %}} {{% accordionitem title=""7. What happened to the largemem, dev, and instructional partitions?"" id=""faq7"" %}} Nodes of the largemem partition have been moved to the standard partition. See ""What are the changes to the hardware partitions?"" The dev and instructional partitions were merged and replaced with a single interactive partition during the Afton prerelease on May 30. {{% /accordionitem %}} {{% accordionitem title=""8. What are hardware feature constraints? What are the default hardware feature constraints for each partition?"" id=""faq8"" %}} Features constraints and generic resources (GRES) allow you to request specific hardware within a given partition. Through feature constraints you can specify if a job should be scheduled on the new Afton hardware or the older Rivanna system. Feature constraints are optional; you may submit jobs without feature constraints. If no feature constraint is specified, the Slurm scheduler will place your job on"
rc-website-fork/content/post/2024-july-afton-release.md,"available partition hardware following a default priority order. Note: Not all features are available in every partition. This table lists the available features for each partition, including the default if no feature is specified. {{< table title=""featureconstraintsandgres"" class=""table tablestriped"" }} | Partition | Available Features Constraints | GRES | Default Priority Order | Notes | | | | | | | | standard | afton, rivanna | None | rivanna afton | If not specified, the scheduler will attempt to place the job on Rivanna hardware first or Afton hardware as second alternative. | | parallel | None | None | n/a | The entire partition is configured with new Afton nodes. No feature constraint is required. | gpu | None | v100, a40, a6000, a10040gb, a10080gb | v100 a6000 a40 a10040gb a10080gb | If no GRES request is specified, the scheduler will attempt to place the job on a V100 node first and A100 80GB nodes (i.e. the BasePOD) hardware as last alternative. The A40 nodes were purchased along with the new Afton hardware. | | interactive | afton, rivanna | rtx2080, rtx3090 | rivanna afton | If not specified, the scheduler will attempt to place the job on Rivanna hardware first or Afton hardware as second alternative. | {{< /table }} See ""How do I use Afton for my Slurm job? Do I need to update my job scripts?"" and ""How can I use the new Afton hardware in Open OnDemand?"" for instructions on using these feature constraints in your job submission scripts or Open OnDemand. {{% /accordionitem %}} {{% accordionitem title=""9. How do I use Afton for my Slurm job? Do I need to update my job scripts?"" id=""faq9"" %}} Most users should be able to submit jobs without changing their Slurm job scripts, unless: invalid request"
rc-website-fork/content/post/2024-july-afton-release.md,"due to partition changes (see ""What are the changes to the hardware partitions?"") Example: A job submitted to will become invalid since the partition has been removed. One should submit to with (up to 1462G) to specify the memory. cost considerations (see How is compute time charged on the Rivanna and Afton systems?) Example: Instead of running a light GPU job on an A100 in gpu, request an RTX2080 or RTX3090 in interactive via gres=gpu. a need for specific Rivanna vs Afton hardware for performance/reproducibility/benchmarking reasons (only relevant for standard and interactive) Example: To restrict a standard job to run on the new Afton hardware, provide a constraint (constraint= or C): {{% /accordionitem %}} {{% accordionitem title=""10. How can I use the new Afton hardware in Open OnDemand?"" id=""faq10"" %}} When setting up an Interactive App session in Open Ondemand you may enter the constraint=afton or constraint=rivanna feature constraint in Optional: Slurm Option ( Reservation, Constraint ) field. Available feature constraints are listed here: ""What are hardware features? What are the default hardware features for each partition?"". {{% /accordionitem %}} {{% accordionitem title=""11. Do I need to recompile my code?"" id=""faq11"" %}} If you have already done this for the Afton prerelease testing then no. Otherwise please use the following flowchart. Which compiler did you use to build your code? Not Intel (e.g. GCC gcc, NVIDIA nvhpc) → no Intel → continue Do you intend to run your code on Afton hardware? (Please note the parallel partition will be completely replaced by Afton hardware.) No → no Yes → continue Did you use the x flag (e.g. xavx)? No → no Yes → yes, rebuild with march=skylakeavx512 instead of x... {{% /accordionitem %}} {{% accordionitem title=""12. How is compute time charged on the Rivanna and Afton systems?"" id=""faq12"" %}} Starting"
rc-website-fork/content/post/2024-july-afton-release.md,"Spring 2025, a new service unit (SU) charge rate policy will be implemented to reflect more closely the actual hardware cost. For all nonGPU jobs, the SU charge rate will be based on the amount and type of CPU cores (Intel on Rivanna, AMD on Afton) plus memory allocated. For GPU jobs (in gpu and interactive), the SU charge rate will be based on the number and type of GPU devices allocated. Detailed information about new SU charge rates can be found here. {{% /accordionitem %}} {{% accordionitem title=""13. Why are there different charge rates for Rivanna, Afton, and GPU hardware?"" id=""faq13"" %}} Starting Fall 2024 (tentative), a new charge rate policy will be implemented to reflect more closely the actual hardware cost. For all nonGPU jobs, the charge rate will be based on the amount of CPU cores and memory allocated. For GPU jobs (in gpu and interactive), the charge rate will be based on the amount of GPU devices allocated. Use of Afton hardware may allow jobs to complete faster but may consume more SUs overall due to a higher burn rate. {{% /accordionitem %}} {{% accordionitem title=""14. What is fairshare?"" id=""faq14"" %}} To ensure fair access to the HPC environment for all research groups, we utilize Slurm's job accounting and fairshare system. This system influences job placement priority, with a higher fairshare value typically resulting in a higher queue priority. However, the fairshare value decreases as more service units are consumed. Crucially, fairshare values are linked to the Principal Investigator (PI) of the allocation being utilized. This connection prevents any single group from dominating the resources and maintains fairness across PI groups, especially those who have not utilized their fairshare allocation for an extended period. Paid service units place fairshare values and job priority above those of"
rc-website-fork/content/post/2024-july-afton-release.md,"users utilizing instructional or standard allocations. {{% /accordionitem %}} {{% accordionitem title=""15. How do use of different hardware and service unit burn rates affect my fairshare?"" id=""faq15"" %}} The high performance new Afton hardware as well as the higherend GPU hardware incur higher service unit (SU) burn rates. For example, allocation of 40 cores and 256GB of memory on a new Afton node consumes more service units per hour than the same cpu core and memory allocation on an older Rivanna node. Similarly, use of an NVIDIA A100 80GB GPU device incurs a higher SU charge per hour compared to a lowerend NVIDIA A6000 GPU device. The more SUs have been consumed, the lower the fairshare value drops. This will impact the user's priority when submitting new jobs with the same allocation. Use of Afton hardware may allow jobs to complete faster but may consume more SUs overall due to a higher burn rate. See ""How is compute time charged on the Rivanna and Afton systems?"". {{% /accordionitem %}} {{% accordionitem title=""16. How can I get help?"" id=""faq16"" %}} Please contact our user services team, or join us for our virtual office hours every Tuesday, 35 p.m. and Thursday, 1012 p.m.. {{% /accordionitem %}} {{% /accordiongroup %}} Afton Release Announcements {{% accordiongroup title=""Comms"" id=""commsgroup"" %}} {{% accordionitem title=""May 30, 2024 Afton is available in prerelease configuration"" id=""comm3"" %}} Effective May 30, the new Afton HPC hardware is now available in a prerelease configuration as part of the HPC environment. During this prerelease phase the number of available Afton nodes may fluctuate as the RC team completes final configurations. The full production release of the Afton cluster with stable service of all 300 nodes is planned for Tuesday, July 2. Learn more. {{% /accordionitem %}} {{% accordionitem title=""May 20, 2024 Reminder:"
rc-website-fork/content/post/2024-july-afton-release.md,"Rivanna maintenance and Afton prerelease"" id=""comm1"" %}} Dear Rivanna user: A friendly reminder that Rivanna and Research Project storage will be down for maintenance from Tuesday, May 28 at 6 a.m. through Thursday, May 30 6 a.m.. How to prepare and what to expect during the maintenance? You may continue to submit jobs to Rivanna until the maintenance period begins, but if the system determines your job will not have time to finish, it will not start until Rivanna is returned to service. All Rivanna compute nodes and login nodes will be offline, including the Open OnDemand and FastX portals. Research Project storage will be unavailable. The UVA Standard Security Storage data transfer node (DTN) and Research Standard storage remain online throughout the maintenance period. Prerelease of the new Afton cluster after the maintenance All systems are expected to return to service by 6 a.m. on Thursday, May 30. The new Afton HPC hardware will become available in a prerelease configuration at that time, with the addition of 300 new compute nodes, 96 cores each, based on the AMD EPYC 9454 architecture. The new Afton hardware will provide additional capacity for serial, parallel and GPU computing sidebyside with the existing Rivanna system. During this prerelease phase the number of available Afton nodes may fluctuate as the RC team completes final configurations. The full production release of the Afton cluster with stable service of all 300 nodes is planned for Tuesday, July 2. A detailed description of the maintenance plan and instructions for using the new Afton resources is available on the RC website. If you have any questions about the Rivanna maintenance or Afton prerelease, you may contact our user services team. At your service, RC staff Research Computing E hpcsupport@virginia.edu P 434.243.1107 University of Virginia P.O. Box 400231 Charlottesville"
rc-website-fork/content/post/2024-july-afton-release.md,"22902 {{% /accordionitem %}} {{% accordionitem title=""May 14, 2024 Rivanna maintenance and Afton prerelease"" id=""comm2"" %}} Dear Rivanna user: A reminder that Rivanna and Research Project storage will be down for maintenance from Tuesday, May 28 at 6 a.m. through Thursday, May 30 6 a.m.. How to prepare and what to expect during the maintenance? You may continue to submit jobs to Rivanna until the maintenance period begins, but if the system determines your job will not have time to finish, it will not start until Rivanna is returned to service. All Rivanna compute nodes and login nodes will be offline, including the Open OnDemand and FastX portals. Research Project storage will be unavailable. The UVA Standard Security Storage data transfer node (DTN) and Research Standard storage remain online throughout the maintenance period. Prerelease of the new Afton cluster after the maintenance All systems are expected to return to service by 6 a.m. on Thursday, May 30. The new Afton HPC hardware will become available in a prerelease configuration at that time, with the addition of 300 new compute nodes, 96 cores each, based on the AMD EPYC 9454 architecture. The new Afton hardware will provide additional capacity for serial, parallel and GPU computing sidebyside with the existing Rivanna system. During this prerelease phase the number of available Afton nodes may fluctuate as the RC team completes final configurations. The full production release of the Afton cluster with stable service of all 300 nodes is planned for Tuesday, July 2. A detailed description of the maintenance plan and instructions for using the new Afton resources is available on the RC website. If you have any questions about the Rivanna maintenance or Afton prerelease, you may contact our user services team. At your service, RC staff Research Computing E hpcsupport@virginia.edu P"
rc-website-fork/content/post/2024-july-afton-release.md,434.243.1107 University of Virginia P.O. Box 400231 Charlottesville 22902 {{% /accordionitem %}} {{% /accordiongroup %}}
rc-website-fork/content/post/2024-may-maintenance.md,"{{< alertgreen }}Rivanna will be down for maintenance on Tuesday, May 28, 2024 beginning at 6 a.m.{{< /alertgreen }} You may continue to submit jobs until the maintenance period begins, but if the system determines your job will not have time to finish, it will not start until Rivanna is returned to service. While drive mapping and project storage will be unavailable, other storage will remain accessible through Globus. All systems are expected to return to service by Thursday, May 30 at 6 a.m. IMPORTANT MAINTENANCE NOTES Hardware and partition changes afton: We are pleased to announce the addition of 300 nodes, 96 cores each, based on the AMD EPYC 9454 architecture. For the time being, these new nodes are placed into their own partition afton, in which each user can request up to 6000 cores in aggregate. There is some chance that 100 nodes will be available initially, in which case the core limit will be adjusted to 2000. (The full release is scheduled for July, where the nodes will be integrated into the other existing partitions. More information to follow.) interactive: The dev and instructional partitions will be combined into interactive, which will have a maximum time limit of 12 hours and a maximum core limit of 24. The SU charge rate will be 1. Two RTX 2080Ti nodes (10 GPU devices each) will be added from the gpu partition. gpu: Four NVIDIA A40 (48 GB) nodes, 8 GPUs each, will be added to the gpu partition. The RTX 2080Ti nodes (2 x 10 GPU) will be moved into the interactive partition. Please contact us if you have questions about the new partitions or if you experience issues with the new hardware. System upgrades Operating System: Rocky 8.7 → 8.9. There is no need to rebuild your own"
rc-website-fork/content/post/2024-may-maintenance.md,"code. (Intel users may need to do so but for a different reason; see below.) Slurm: 21.08.8 → 23.02.7. Jobrelated commands remain the same. NVIDIA driver: 535.104.12 → 550.54.14. Modules Attn Intel users: With the addition of the Afton nodes based on the AMD EPYC architecture, we have reorganized and rebuilt all modules under the intel toolchain. If you used x (e.g. xavx) to build your own code, you should rebuild it with march=skylakeavx512 for it to run on both AMD and Intel hardware. Below we list all the modules that are upgraded or moved to a different toolchain. (Intel modules not listed can be loaded the same way as before.) The toolchain needs to be loaded before the module, e.g. module load gcc gmp. The gompi toolchain is equivalent to gcc openmpi. There is no impact on the existing modules built with GCC. {{< table title=""intel"" class=""table tablestriped"" }} | Module | New version | Toolchain| |||| |abinit/8.10.3, 9.8.3| 10.0.3 | intel | |chemps2/1.8.12 | (removed) | | |cesm/2.1.3 | 2.2.2 | intel | |cp2k/2023.1 | 2024.1 | intel | |gmp/6.2.0 | | gcc | |kimapi/2.3.0 | | gcc | |mpfr/4.2.0 | | gcc | |ncview/2.1.7 | 2.1.10 | intel | |neuron/8.2.2 | | gompi | |p3dfft/2.7.9 | | gompi | |pcmsolver/1.3.0| | gompi | |pcre2/10.42 | | gcc | |raxml/8.2.12 | | gompi | |readosm/1.1.0a | | gcc | |scotch/7.0.3 | | gompi | |shapelib/1.5.0 | | gcc | |viennarna/2.5.1| | gcc | |voro++/0.4.6 | | gcc | {{< /table }} Attn NVHPC users: The compiler toolchain nvhpc and nvompi will be upgraded to 24.1 and 24.14.1.6, respectively. The previous versions 23.7 and 23.74.1.4 will be removed. All modules under this toolchain will be rebuilt. There should be no need to rebuild your own code. The following modules"
rc-website-fork/content/post/2024-may-maintenance.md,"will be removed from Rivanna during the maintenance period. {{< table title=""replacement"" class=""table tablestriped"" }} | Module | Removed version | Replacement | |||| |aocc |4.1.0 | 4.2.0 | |cellranger|6.0.1, 7.2.0| 8.0.0 | |fiji |1.53t | 2.14.0 | |fsl |6.0.5 | 6.0.7.6| |gatk |4.2.3.0 | 4.3.0.0 | |gpumd |3.7 | 3.9.1 | |picard |2.23.4 | 2.27.5 | {{< /table }}"
rc-website-fork/content/post/2025-RC-event.md,"Join us for our annual UVA Research Computing Exhibition: Wednesday, April 23, 10am 2pm in the Newcomb Hall Ballroom Drop by anytime! The UVA Research Computing Exhibition showcases the incredible research happening across UVA. Whether you are interested in sharing your research or discovering what others are working on, this exhibition offers the opportunity to: See and discuss research posters Hear Lightning Talks from UVA faculty Learn about resources for research Explore diverse research methods Find potential collaborators Connect with the broader research community Enjoy free food and beverages Exhibition Agenda Attendees can drop by anytime. 8:309:30am — Participant SignIn and Poster Setup Participants check in, set up their posters, and get ready to share their research. 10am — Group A Poster Session Meet participants, discuss their research, exchange ideas, and explore potential collaborations. 11am — Welcome and Lightning Talks Hear short, engaging talks from UVA faculty about their research and techniques. 12:30pm — Group B Poster Session Meet participants, discuss their research, exchange ideas, and explore potential collaborations. 1:30pm — Awards Ceremony Celebrate outstanding research and recognize the winners of the poster competition. 2:00pm — Event WrapUp"
rc-website-fork/content/post/2021-june-maintenance.md,"{{< alertgreen }}Rivanna will be down for maintenance on Tuesday, June 15, 2021, beginning at 6 a.m.{{< /alertgreen }} You may continue to submit jobs until the maintenance period begins, but if the system determines your job will not have time to finish, it will not start until Rivanna is returned to service. Rivanna is expected to return to service by 6 a.m. on Wednesday, June 16. IMPORTANT MAINTENANCE NOTES Globus Some Globus users may need to rebuild their shared connections after the maintenance period has ended. Users who require assistance with this task are invited to join us for office hours between 10 a.m. and 12 p.m. on Thursday, June 17. The Zoom link is available here. Modules The following software modules will be removed from Rivanna during the maintenance period: singularity/2.6.1, 3.5.2, 3.6.1 replaced by 3.7.1 (details) anaconda/5.2.0py3.6, 2019.10py3.7 replaced by 2020.11py3.8 (details) julia/0.6.0, 1.1.0, 1.3.1 replaced by 1.5.3, 1.6.0 vscode/1.50.1, 1.53.2 replaced by Code Server on Open OnDemand cellprofiler/2.2.0 replaced by 3.1.8 meme/4.10.2 replaced by 5.1.0, 5.3.3 nextflow/0.26.0.4715 replaced by 20.10.0 phono3py/1.19.1 1.22.3 included in phonopy/2.9.3 qiime2/2020.6 replaced by 2020.8 salmon/0.11.2 replaced by 1.2.1 samtools/0.1.20, 1.4.1, 1.7 replaced by 1.9, 1.10, 1.12 lftp/4.8.4 replaced by 4.9.2 The following upgrades will take place during the maintenance period. Upgrades to default versions of applications: JupyterLab backed by Anaconda 2020.11 with Python 3.8.8 python/3.7.7 3.8.8 pytorch/1.5.1 1.8.1 tensorflow/2.1.0py37 2.4.1 cellrangeratac/1.2.0 2.0.0 lammps/20200615 20201029 meme/5.1.0 5.3.3 samtools/1.10 1.12 For anaconda/pythondependent modules, please see below. New modules: rapidsai/0.19 NVIDIA data science libraries pipenv/2020.11.15 automatically create and manage a virtualenv Changes to Singularity modules All Singularity modules are now under 3.7.1. If you hardcoded older Singularity versions, e.g. bash module load singularity/2.6.1 or 3.5.2, 3.6.1 please change it to bash module load singularity The containers themselves have not been modified. We have not"
rc-website-fork/content/post/2021-june-maintenance.md,"encountered backwards compatibility issues; please let us know if you do. If you need to know the Singularity version that was used to create a container, run: bash singularity inspect /path/to/container Changes to Anaconda/Python modules Many of our Anaconda/Python modules have been upgraded to Python 3.8.8 in light of security vulnerabilities. If you need assistance with migrating python packages from one version to another, please visit here. Note that conda environments created by one anaconda module version can be activated by another. The following table shows the detailed version changes for all affected modules. Please note: The Python version is upgraded to 3.8.8 unless otherwise stated. The new version replaces the current default. If the new version is , that means the module version remains the same. In some cases, the module load command is different. Check module spider <module/<version if you cannot load a module. If you must use a particular module with an older Python version, please create your own conda environment. | Module | Version | Python| NEW version | NEW Python | Removed versions | ||||||| |anaconda | 2020.11py3.8 | 3.8.5 | | | 5.2.0py3.6, 2019.10py3.7 | | ase | 3.20.1 | 3.7.9 | | | 3.17.0py3 | | bart | 2.0 | 3.7.8 | | | 1.0.1 | |bioconda | py3.8 | 3.8.5 | | | py3.6, py3.7 | |biopython | 1.70py2 | 2.7.17| 1.78py3 | | | |cudatoolkit | 10.1.168py3.6| 3.6.10| 11.0.3py3.8 | | 10.1.168py3.6 | | cutadapt | 2.5 | 3.7.4 | 3.4 | | 1.16, 2.5 | | deeptools | 3.3.1 | 3.6.6 | 3.5.1 | | 2.5.3, 3.3.1 | |gcloudsdk | 196.0.0 | 2.7.17| 334.0.0 | | 196.0.0 | |gdcclient | 1.5.0 | 3.7.7 | 1.6.0 | 3.7.10 | 1.3.0, 1.5.0 | |globuscli | 1.12.0 | 3.7.7 | 2.0.0 | |"
rc-website-fork/content/post/2021-june-maintenance.md,"1.11.0, 1.12.0 | |googleapi | 1.9.6 | 2.7.17| 2.0.2 | | 1.9.6 | |gpustat | 0.6.0 | 3.7.7 | | | | | hexrd | 0.6.12 | 2.7.17| 0.8.4 | | jb0.3.x, jb0.5.6, 0.6.12 | | hoomd | 2.9.4 | 3.7.7 | 2.9.6 | | 2.9.4 | | idr | 2.0.2py3 | 3.6.6 | | | | | iqtree | 2.0.3 | 3.7.9 | 2.1.2 | | 2.0.3 | | intervene | 0.6.4 | 3.7.3 | 0.6.5 | | 0.6.4 | | kallisto | 0.44.0 | 3.7.3 | 0.46.2 | | 0.44.0 | | marge | 1.0 | 3.6.7 | | | | | mayavi | 4.5.0 | 2.7.15| 4.7.2 | | 4.5.0 | | meson | 0.53.1 | 3.7.7 | 0.57.1py3.8 | | 0.53.1, 0.54.3 | | mrtrix3 | rc3 | 2.7.17| 3.0.2 | | rc3 | |mrtrix3tissue| 5.2.8 | 2.7.17| 5.2.9 | | 5.2.8 | | mysqlclient | 1.4.6py3.7 | 3.7.4 | 2.0.3py3.8 | | 1.4.4py3.6, 1.4.6py3.7 | | ninja | 1.10.0 | 3.7.7 | 1.10.2py3.8 | | 1.10.0 | |openslidepython| 1.1.1py3 | 3.6.6 | 1.1.2py3 | | 1.1.1py3 | | phonopy | 2.6.1 | 3.7.7 | 2.9.3 | | 2.6.1 | | pybind11 | 2.2.4py3.7 | 3.7.4 | 2.6.2py3.8 | | 2.2.4py3, 2.2.4py3.7 | | reframe | 2.17 | 3.6.7 | | | | |snakemake | 5.2.2 | 3.6.6 | 6.0.5 | | 5.2.2 | |snapstanford| 5.0.9py3.6 | 3.6.6 | 5.0.9py3.8 | | 4.1, 5.0.9py3.6, snapstanfordpy/4.1 | |spades | 3.15.0 | 3.7.4 | 3.15.2 | | 3.15.0 | |thirdorder | 1.1.1py3 | 3.6.6 | | | | |trimgalore | 0.6.4 | 3.6.8 | | | 0.4.5 | | wasp | 0.3.4 | 3.7.7 | | | |"
rc-website-fork/content/post/2020-june-maintenance.md,"{{< alertgreen }}Rivanna will be down for maintenance on Wednesday, June 17, beginning at 6 a.m.{{< /alertgreen }} You may continue to submit jobs until the maintenance period begins, but if the system determines your job will not have time to finish, it will not start until Rivanna is returned to service. Rivanna is expected to return to service later in the day. The following software modules will be removed from Rivanna during the maintenance period: intel/16.0 & toolchains replaced by intel/18.0, 20.0 imsl/7.1.0 expired license The following upgrades will take place during the maintenance period: intel/20.0 & toolchains default 18.0 goolfc/8.3.03.1.610.2.89 GCC 8 toolchain with OpenMPI, CUDA support, and numerical libraries cuda/10.2.89 R/3.6.3 (default), 3.5.3, 3.4.4; removed 3.6.[02], 3.5.1, 3.4.3 (For more details, see ""R Updates"" and ""New Libraries"") matlab/R2020a hdf/4.2.14 added shared libraries but disabled Fortran (if you need Fortran please contact us) netcdf/4.7.3 sagemath/9.0 removed 8.0 salmon/1.2.1 removed 1.0.0 and 1.1.0 due to segfault bug snapstanford/5.0.9py3.6 New tools: R/4.0.0 under intel/18.0 python/3.7.7 under intel/20.0 Intel Distribution for Python gpustat/0.6.0 GPU monitoring tool orca/4.2.1 quantum chemistry package alamode/1.1.0 anvio/6.2 atat/3.36"
rc-website-fork/content/post/2023-october-maintenance.md,"{{< alertgreen }}Rivanna will be down for maintenance on Tuesday, October 3, 2023 beginning at 6 a.m.{{< /alertgreen }} You may continue to submit jobs until the maintenance period begins, but if the system determines your job will not have time to finish, it will not start until Rivanna is returned to service. All systems are expected to return to service by 6 a.m. on Wednesday, October 4. IMPORTANT MAINTENANCE NOTES New largemem nodes RC engineers will be adding 36 nodes, each with 40 cores and 750 GB total memory, to the largemem partition on Rivanna. Jobs that need more memory than 9 GB per core should be submitted to the largemem partition rather than the standard partition. Some examples are given below. I need 4 cores and 100 GB memory. Since this amounts to 25 GB memory per core, the job should be submitted to largemem. I need 10 cores and 50 GB memory. Since this amounts to 5 GB memory per core, the job should be submitted to standard without specific memory requests. By default 9 GB per core will be allocated. I am not sure how much memory I need. First submit the job to the standard partition without specific memory requests. If the job runs out of memory, resubmit to the largemem partition. To check the memory usage of a completed job, you may either run the seff command or add to your Slurm script: and check the report in your email. NVIDIA driver upgrade and modules The NVIDIA driver will be upgraded to version 535.104.12 (CUDA 12.2). The default CUDA module version will remain at 11.4.2. New modules will be added: cuda/12.2.2 cudnn/8.9.4.25 pytorch/2.0.1 tensorflow/2.13.0 The corresponding Jupyter kernels for PyTorch and TensorFlow will be provided as well. AlphaFold versions 2.1.2, 2.2.2, and their corresponding"
rc-website-fork/content/post/2023-october-maintenance.md,"database will be removed. The 2.3 database will be migrated off of the current /project storage and the ALPHAFOLDDATAPATH environment variable will be updated accordingly. QGIS (Open OnDemand) will be upgraded to 3.28.10. Old scratch permanently retired on October 17 A reminder that the /oldscratch (i.e. /gpfs/gpfs0/scratch) filesystem will be permanently retired on October 17 and all the data it contains will be deleted. A sample script for users who wish to transfer files to the new /scratch system can be found here. If you have any questions or concerns about the maintenance period, you may contact us here."
